Firm Name,Group,Joint Reporting,Reporting period,Banking and credit cards,Decumulation & pensions,Home finance,Insurance & pure protection,Investments,
Royal & Sun Alliance Insurance Plc,RSA INSURANCE GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,62.2%, ,62.2%
"Royal Bank of Scotland Plc, The",THE ROYAL BANK OF SCOTLAND GROUP, No,01 July 2019 to 31 December 2019,65.8%,7.7%,53.0%,71.8%,43.4%,69.2%
"Royal London Mutual Insurance Society Limited, The",THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD, No,01 July 2019 to 31 December 2019, ,58.3%, ,43.5%,37.1%,51.3%
Sabre Insurance Company Limited,SABRE INSURANCE GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,47.6%, ,47.6%
Saga Services Limited,SAGA PLC,Yes,01 February 2019 to 31 July 2019, , , ,42.9%, ,42.9%
Sainsbury's Bank Plc,J SAINSBURY PLC, No,01 March 2019 to 31 August 2019,67.5%, ,57.0%,52.1%, ,66.1%
Santander Cards UK Limited,BANCO SANTANDER SA,Yes,01 July 2019 to 31 December 2019,6.0%, , ,42.0%, ,42.0%
Santander ISA Managers Limited,BANCO SANTANDER SA, No,01 July 2019 to 31 December 2019, , , , ,54.8%,54.8%
Santander UK Plc,BANCO SANTANDER SA, No,01 July 2019 to 31 December 2019,36.9%,23.2%,51.0%,52.4%,14.4%,40.8%
Scottish Equitable Plc,AEGON UK, No,01 July 2019 to 31 December 2019, ,51.5%, ,53.3%,73.8%,52.4%
Scottish Friendly Assurance Society Limited,NO GROUP,Yes,01 July 2019 to 31 December 2019, ,41.5%,0.0%,25.2%,53.2%,42.3%
Scottish Widows Limited,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019, ,72.9%, ,59.9%,64.5%,69.1%
Sesame Limited,AVIVA PLC, No,01 July 2019 to 31 December 2019, ,30.0%,21.3%,14.6%,17.4%,18.1%
"Share Centre Limited, The",SHARE PLC, No,01 July 2019 to 31 December 2019, ,48.1%, , ,35.8%,36.3%
Shawbrook Bank Limited,SHAWBROOK GROUP PLC, No,01 July 2019 to 31 December 2019,60.4%, ,58.9%,0.3%, ,24.2%
Shop Direct Finance Company Limited,LW HOLDINGS LIMITED, No,01 July 2019 to 31 December 2019, , , ,89.4%, ,89.4%
Simplyhealth Access,SIMPLYHEALTH GROUP LIMITED, No,01 July 2019 to 31 December 2019, , , ,29.6%, ,29.6%
Skipton Building Society,SKIPTON BUILDING SOCIETY, No,01 July 2019 to 31 December 2019,80.7%,92.9%,59.8%,21.4%,48.0%,43.6%
Society of Lloyd's,SOCIETY OF LLOYD'S, No,01 July 2019 to 31 December 2019, , , ,48.4%, ,48.4%
Somerset Bridge Insurance Services Limited,NO GROUP,Yes,01 July 2019 to 31 December 2019, , , ,25.6%, ,25.6%
SquareTrade Limited,THE ALLSTATE CORP., No,01 July 2019 to 31 December 2019, , , ,82.8%, ,82.8%
St Andrew's Insurance Plc,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,59.5%, ,59.5%
St James's Place UK plc,ST. JAMES'S PLACE PLC, No,01 July 2019 to 31 December 2019, ,84.0%, ,84.4%,87.9%,85.6%
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC, No,01 July 2019 to 31 December 2019, ,30.6%,3.2%,11.8%,30.7%,24.7%
Standard Life Assurance Limited,PHOENIX GROUP HOLDINGS PLC, No,01 July 2019 to 31 December 2019, ,49.0%,25.0%,17.6%,41.0%,46.5%
Starling Bank Limited,STARLING BANK LIMITED, No,01 June 2019 to 30 November 2019,23.6%, , , , ,23.6%
Starr International (Europe) Limited,"STARR INTERNATIONAL COMPANY, INC.", No,01 July 2019 to 31 December 2019, , , ,81.6%, ,81.6%
Studio Retail Limited,STUDIO RETAIL GROUP PLC, No,01 April 2019 to 30 September 2019, , , ,68.3%, ,68.3%
Sun Life Assurance Company of Canada (U.K.) Limited,SUN LIFE FINANCIAL INC., No,01 July 2019 to 31 December 2019, ,33.8%, ,12.7%,14.2%,20.3%
Swinton Group Ltd,ARDONAGH GROUP,Yes,01 July 2019 to 31 December 2019, , , ,52.9%, ,52.9%
Target Servicing Limited,NO GROUP, No,01 April 2019 to 30 September 2019, , ,36.3%, , ,36.3%
Telefonica Insurance S.A.,TELEFONICA SA, No,01 July 2019 to 31 December 2019, , , ,62.8%, ,62.8%
Tesco Personal Finance PLC,TESCO PLC, No,01 March 2019 to 31 August 2019,43.9%, ,60.8%,30.7%, ,35.1%
Tesco Underwriting Limited,AGEAS SA-NV, No,01 July 2019 to 31 December 2019, , , ,45.9%, ,45.9%
Topaz Finance Limited,COMPUTERSHARE LIMITED, No,01 July 2019 to 31 December 2019, , ,30.7%, , ,30.7%
Towergate Underwriting Group Limited,ARDONAGH GROUP, No,01 July 2019 to 31 December 2019, , , ,42.0%, ,42.0%
TSB Bank plc,BANCO DE SABADELL SA, No,01 July 2019 to 31 December 2019,68.5%, ,60.0%,64.8%, ,68.2%
U K Insurance Limited,DIRECT LINE INSURANCE GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,67.7%, ,67.7%
UK General Insurance Limited,NO GROUP, No,01 April 2019 to 30 September 2019, , , ,61.8%, ,61.8%
Ulster Bank Ltd,THE ROYAL BANK OF SCOTLAND GROUP, No,01 July 2019 to 31 December 2019,71.8%, ,70.4%,35.6%,0.0%,56.1%
Ultimate Insurance Solutions Limited,NO GROUP, No,01 July 2019 to 31 December 2019, , , ,44.6%, ,44.6%
Union Reiseversicherung AG,VBG VERSICHERUNGSBETEILIGUNGSVERW. MBH, No,01 April 2019 to 30 September 2019, , , ,68.4%, ,68.4%
Unum Ltd,UNUM GROUP INC., No,01 July 2019 to 31 December 2019, , , ,46.1%, ,46.1%
Vanquis Bank Limited,PROVIDENT FINANCIAL PLC, No,01 July 2019 to 31 December 2019,28.6%, , , , ,28.6%
Virgin Money plc,VIRGIN MONEY UK PLC, No,01 July 2019 to 31 December 2019,57.2%, ,64.3%, , ,57.7%
Vitality Corporate Services Limited,RAND MERCHANT INVESTMENT HOLDINGS LTD, No,01 July 2019 to 31 December 2019, , , ,42.1%,40.0%,42.1%
Volkswagen Financial Services (UK) Limited,VOLKSWAGEN AG, No,01 July 2019 to 31 December 2019, , , ,5.6%, ,5.6%
West Bromwich Building Society,WEST BROMWICH BUILDING SOCIETY, No,01 April 2019 to 30 September 2019,32.6%, ,42.3%,49.4%, ,43.6%
Xbridge Limited,TRAVELERS COMPANIES INC., No,01 July 2019 to 31 December 2019, , , ,48.4%, ,48.4%
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY, No,01 July 2019 to 31 December 2019,71.7%,0.0%,62.6%,17.6%,1.3%,26.7%
Zeux Limited,NO GROUP,,01 June 2019 to 30 November 2019,8.0%, , , , ,8.0%
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG, No,01 July 2019 to 31 December 2019, ,47.8%, ,28.0%,43.4%,33.9%
ACCORD MORTGAGES LIMITED,,No,01 January 2019 to 30 June 2019,88.9%,,62.7%,0.5%,0.0%,47.9%
BGL GROUP,,No,01 January 2019 to 30 June 2019,,,,28.6%,,28.6%
SAGA PLC,,No,01 August 2018 to 31 January 2019,,,,47.2%,,47.2%
NO GROUP,,No,01 September 2018 to 28 February 2019,,,,31.5%,,31.5%
AGEAS SA-NV,,No,01 January 2019 to 30 June 2019,,,,41.3%,,41.3%
AGEAS SA-NV,,No,01 January 2019 to 30 June 2019,,,,35.0%,,35.0%
AIB GROUP PUBLIC LIMITED COMPANY,,No,01 January 2019 to 30 June 2019,50.4%,,21.7%,29.5%,0.0%,36.2%
NO GROUP,,No,01 January 2019 to 30 June 2019,48.3%,,50.8%,,,49.2%
FIRSTRAND LIMITED,,No,01 January 2019 to 30 June 2019,51.8%,,32.9%,,,45.5%
ALLIANZ SE,,No,01 January 2019 to 30 June 2019,,,,71.3%,,71.3%
AMERICAN EXPRESS,,No,01 January 2019 to 30 June 2019,40.2%,,,71.1%,,60.4%
AMERICAN INTERNATIONAL GROUP UK LIMITED,,Yes,01 December 2018 to 31 May 2019,,,,37.7%,,37.7%
AMTRUST FINANCIAL SERVICES INC,,Yes,01 January 2019 to 30 June 2019,,,,46.4%,,46.4%
NO GROUP,,No,01 January 2019 to 30 June 2019,,,,21.0%,,21.0%
ARNOLD CLARK AUTOMOBILES LIMITED,,No,01 January 2019 to 30 June 2019,,,,1.6%,,1.6%
ARTHUR J. GALLAGHER & CO.,,Yes,01 January 2019 to 30 June 2019,,,,55.8%,,55.8%
ASSURANT INC,,No,01 January 2019 to 30 June 2019,,,,50.9%,,50.9%
NEW ASURION CORP,,No,01 January 2019 to 30 June 2019,,,,43.7%,,43.7%
ARDONAGH GROUP,,No,01 January 2019 to 30 June 2019,,,,28.0%,,28.0%
ATOM BANK PLC,,No,01 October 2018 to 31 March 2019,29.8%,,33.9%,,,31.6%
AA PLC,,No,01 August 2018 to 31 January 2019,,,,44.7%,,44.7%
KINGSTON TOPCO LIMITED,,No,01 January 2019 to 30 June 2019,,,,42.2%,,42.2%
AVIVA PLC,,No,01 January 2019 to 30 June 2019,,,,74.2%,,74.2%
AVIVA PLC,,No,01 January 2019 to 30 June 2019,,76.4%,47.0%,53.3%,65.5%,67.3%
AVIVA PLC,,No,01 January 2019 to 30 June 2019,,,,68.8%,,68.8%
AXA SA,,No,01 January 2019 to 30 June 2019,,,,62.8%,,62.8%
AXA SA,,No,01 January 2019 to 30 June 2019,,,,46.0%,,46.0%
B&CE HOLDINGS LIMITED,,No,01 October 2018 to 31 March 2019,,35.0%,,,,35.0%
BANK OF IRELAND GROUP PLC,,Yes,01 January 2019 to 30 June 2019,40.0%,,24.8%,6.6%,3.4%,32.6%
LLOYDS BANKING GROUP PLC,,No,01 January 2019 to 30 June 2019,60.8%,16.7%,51.3%,51.8%,44.8%,53.8%
BARCLAYS PLC,,No,01 January 2019 to 30 June 2019,56.5%,50.0%,50.0%,,50.0%,56.5%
BARCLAYS PLC,,Yes,01 January 2019 to 30 June 2019,58.7%,51.3%,72.2%,87.2%,57.5%,71.3%
THE BENENDEN HEALTHCARE SOCIETY LIMITED,,Yes,01 January 2019 to 30 June 2019,,,,32.2%,,32.2%
BGL GROUP,,No,01 January 2019 to 30 June 2019,,,,46.9%,,46.9%
LLOYDS BANKING GROUP PLC,,No,01 January 2019 to 30 June 2019,,,33.3%,57.1%,,57.1%
BRAKEN MIDCO1 PLC,,No,01 January 2019 to 30 June 2019,,,39.2%,45.7%,,40.2%
UK ASSET RESOLUTION LIMITED,,Yes,01 October 2018 to 31 March 2019,,29.4%,32.3%,28.0%,29.7%,29.0%
"ANACAP FINANCIAL PARTNERS II, L.P.",,No,01 January 2019 to 30 June 2019,,,,84.1%,,84.1%
CENTRICA PLC,,Yes,01 January 2019 to 30 June 2019,,,,93.9%,,93.9%
THE BRITISH UNITED PROVIDENT ASSOCIATION LTD,,Yes,01 January 2019 to 30 June 2019,,,,58.7%,,58.7%
CALL ASSIST LIMITED,,No,01 November 2018 to 30 April 2019,,,,27.1%,,27.1%
NO GROUP,,No,01 January 2019 to 30 June 2019,,33.8%,,35.0%,26.5%,32.8%
CITIGROUP INC,,No,01 January 2019 to 30 June 2019,8.7%,,9.1%,53.2%,,53.1%
CAPITAL ONE FINANCIAL CORPORATION,,No,01 January 2019 to 30 June 2019,23.0%,,,70.6%,,61.9%
AMTRUST FINANCIAL SERVICES INC,,No,01 January 2019 to 30 June 2019,,,,65.2%,,65.2%
CPP GROUP,,Yes,01 January 2019 to 30 June 2019,,,,16.5%,,16.5%
ARDONAGH GROUP,,No,01 January 2019 to 30 June 2019,,,,56.8%,,56.8%
DIXONS CARPHONE PLC,,No,01 November 2018 to 30 April 2019,,,,62.7%,,62.7%
TRAK GLOBAL GROUP LIMITED,,No,01 January 2019 to 30 June 2019,,,,63.9%,,63.9%
CASTELAN GROUP LIMITED,,No,01 October 2018 to 31 March 2019,,,,51.6%,,51.6%
CFC GROUP LIMITED,,No,01 October 2018 to 31 March 2019,,,,73.9%,,73.9%
CHARTER COURT FINANCIAL SERVICES GROUP PLC,,No,01 January 2019 to 30 June 2019,49.6%,,34.7%,,,40.3%
CHUBB LIMITED,,No,01 January 2019 to 30 June 2019,,,,49.8%,,49.8%
CIGNA CORPORATION,,No,01 January 2019 to 30 June 2019,,,,27.3%,,27.3%
CO-OPERATIVE GROUP LIMITED,,No,01 January 2019 to 30 June 2019,,,,50.0%,,50.0%
CITIGROUP INC,,No,01 January 2019 to 30 June 2019,37.5%,,,2.0%,37.9%,29.4%
SPB GROUP SA,,No,01 January 2019 to 30 June 2019,,,,63.2%,,63.2%
CLOSE BROTHERS GROUP PLC,,No,01 August 2018 to 31 January 2019,63.5%,,,1.2%,,5.1%
CYBG PLC,,Yes,01 October 2018 to 31 March 2019,66.9%,57.1%,66.8%,49.7%,9.4%,54.9%
COFUNDS - AEGON UK - AEGON GROUP (NV),,No,01 January 2019 to 30 June 2019,,83.9%,,,82.5%,82.6%
PARMINDER LIMITED,,No,01 November 2018 to 30 April 2019,,,,60.6%,,60.6%
BGL GROUP,,No,01 January 2019 to 30 June 2019,0.0%,,,11.5%,,11.4%
SKIPTON BUILDING SOCIETY,,No,01 January 2019 to 30 June 2019,,,55.8%,22.3%,0.0%,43.3%
CO-OPERATIVE BANK PLC (THE),,No,01 January 2019 to 30 June 2019,61.5%,0.0%,50.5%,75.3%,5.9%,67.4%
CHESNARA PLC,,No,01 January 2019 to 30 June 2019,,34.4%,,14.8%,8.2%,19.3%
THE ROYAL BANK OF SCOTLAND GROUP,,No,01 January 2019 to 30 June 2019,54.5%,75.0%,58.8%,45.5%,63.0%,55.1%
COVEA COOPERATIONS SA,,Yes,01 January 2019 to 30 June 2019,,,,54.0%,,54.0%
COVENTRY BUILDING SOCIETY,,No,01 January 2019 to 30 June 2019,59.3%,,74.4%,56.4%,45.5%,60.6%
BNP PARIBAS SA,,No,01 January 2019 to 30 June 2019,40.8%,,,38.5%,,38.9%
NO GROUP,,No,01 January 2019 to 30 June 2019,,,,49.4%,,49.4%
NO GROUP,,No,01 January 2019 to 30 June 2019,,,,30.6%,,30.6%
CVC CAPITAL PARTNERS ADVISORY GROUP HOLDING FOUNDATION,,No,01 October 2018 to 31 March 2019,,,,69.8%,,69.8%
TECH MAHINDRA LIMITED,,No,01 October 2018 to 31 March 2019,,,53.1%,0.0%,,52.4%
ICS RISK SOLUTIONS LIMITED,,No,01 January 2019 to 30 June 2019,,,,31.7%,,31.7%
A-PLAN HOLDINGS,,No,01 September 2018 to 28 February 2019,,,,60.1%,,60.1%
EQUINITI GROUP PLC,,No,01 January 2019 to 30 June 2019,,33.3%,,,19.6%,19.7%
ESURE GROUP PLC,,Yes,01 January 2019 to 30 June 2019,,,,56.2%,,56.2%
ADMIRAL GROUP PLC,,No,01 January 2019 to 30 June 2019,,,,46.9%,,46.9%
BLUE BOAR HOLDINGS LIMITED,,No,01 January 2019 to 30 June 2019,,,,40.1%,,40.1%
EXETER FRIENDLY SOCIETY LIMITED,,No,01 January 2019 to 30 June 2019,,,,36.5%,,36.5%
FAMILY ASSURANCE FRIENDLY SOCIETY LTD,,No,01 January 2019 to 30 June 2019,,61.5%,,39.0%,47.9%,43.7%
FAMILY ASSURANCE FRIENDLY SOCIETY LTD,,No,01 January 2019 to 30 June 2019,35.6%,,,,34.5%,35.2%
FIDELITY HOLDINGS LIMITED,,No,01 January 2019 to 30 June 2019,,34.4%,,,,34.4%
FIDELITY HOLDINGS LIMITED,,No,01 January 2019 to 30 June 2019,,59.2%,,,57.3%,57.7%
FIRST CENTRAL GROUP LIMITED,,No,01 January 2019 to 30 June 2019,,,,65.8%,,65.8%
FIRSTRAND LIMITED,,No,01 January 2019 to 30 June 2019,,,,50.8%,,50.8%
FORESTER HOLDINGS (EUROPE) LIMITED,,No,01 January 2019 to 30 June 2019,,19.0%,,29.2%,18.3%,19.2%
NO GROUP,,No,01 January 2019 to 30 June 2019,,,,30.4%,,30.4%
ARDONAGH GROUP,,No,01 January 2019 to 30 June 2019,,,,67.3%,,67.3%
AVIVA PLC,,No,01 January 2019 to 30 June 2019,,,,55.4%,,55.4%
LLOYDS BANKING GROUP PLC,,No,01 January 2019 to 30 June 2019,,48.1%,,,47.4%,47.4%
HARGREAVES LANSDOWN PLC,,No,01 January 2019 to 30 June 2019,20.0%,64.3%,,,54.1%,55.6%
HASTINGS GROUP HOLDINGS PLC,,No,01 January 2019 to 30 June 2019,,,,70.6%,,70.6%
LLOYDS BANKING GROUP PLC,,No,01 January 2019 to 30 June 2019,,,,,80.7%,80.7%
JANUS HENDERSON GROUP PLC,,Yes,01 January 2019 to 30 June 2019,,,,,36.5%,36.5%
LIVERPOOL VICTORIA FRIENDLY SOCIETY LTD,,No,01 January 2019 to 30 June 2019,,,,51.4%,,51.4%
HISCOX INSURANCE HOLDINGS LIMITED,,Yes,01 January 2019 to 30 June 2019,,,,26.7%,,26.7%
J SAINSBURY PLC,,No,01 September 2018 to 28 February 2019,39.8%,,,,,39.8%
J SAINSBURY PLC,,No,04 September 2018 to 03 March 2019,,,,44.6%,,44.6%
HOMESERVE PLC,,No,01 October 2018 to 31 March 2019,,,,34.6%,,34.6%
STAYSURE HOLDINGS LTD,,No,16 August 2018 to 15 February 2019,,,,3.7%,,3.7%
HSBC HOLDINGS PLC,,No,01 January 2019 to 30 June 2019,62.8%,,70.0%,58.8%,57.6%,61.8%
HSBC HOLDINGS PLC,,No,01 January 2019 to 30 June 2019,,70.6%,,,71.6%,71.6%
HSBC HOLDINGS PLC,,No,01 January 2019 to 30 June 2019,53.6%,27.9%,63.6%,58.3%,55.2%,55.4%
NO GROUP,,No,01 January 2019 to 30 June 2019,,,,41.9%,,41.9%
NO GROUP,,No,01 January 2019 to 30 June 2019,23.0%,,,9.7%,,21.4%
MARKERSTUDY HOLDINGS LIMITED,,No,01 January 2019 to 30 June 2019,,,,28.5%,,28.5%
ANTLER HOLDCO LIMITED,,No,01 January 2019 to 30 June 2019,,,,,42.5%,42.5%
INVESCO LTD,,No,01 January 2019 to 30 June 2019,,,,,23.4%,23.4%
INVESTEC PLC,,No,01 October 2018 to 31 March 2019,65.2%,,50.0%,,69.8%,65.4%
THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD,,No,01 January 2019 to 30 June 2019,,86.9%,,,87.2%,87.1%
N BROWN GROUP PLC,,No,01 September 2018 to 28 February 2019,,,,57.7%,,57.7%
JPMORGAN CHASE & CO,,No,01 January 2019 to 30 June 2019,57.8%,,,,,57.8%
JPMORGAN CHASE & CO,,No,01 January 2019 to 30 June 2019,,,,,40.9%,40.9%
NO GROUP,,No,01 October 2018 to 31 March 2019,,,35.8%,,,35.8%
NO GROUP,,No,01 January 2019 to 30 June 2019,,,32.4%,,,32.4%
LEEDS BUILDING SOCIETY,,No,01 January 2019 to 30 June 2019,58.8%,,55.7%,33.1%,7.1%,52.4%
LEGAL & GENERAL GROUP PLC,,No,01 January 2019 to 30 June 2019,,83.3%,,,42.4%,77.7%
LEGAL & GENERAL GROUP PLC,,No,01 January 2019 to 30 June 2019,,,,63.2%,,63.2%
LEGAL & GENERAL GROUP PLC,,No,01 January 2019 to 30 June 2019,,,76.8%,11.7%,,35.0%
LEGAL & GENERAL GROUP PLC,,No,01 January 2019 to 30 June 2019,,64.4%,,45.2%,41.7%,48.3%
LINK ADMINISTRATION HOLDINGS LIMITED,,No,01 January 2019 to 30 June 2019,,,,,34.6%,34.6%
LIVERPOOL VICTORIA FRIENDLY SOCIETY LTD,,No,01 January 2019 to 30 June 2019,,81.2%,,60.1%,78.5%,65.5%
LIVERPOOL VICTORIA FRIENDLY SOCIETY LTD,,No,01 January 2019 to 30 June 2019,,,,61.5%,,61.5%
LLOYDS BANKING GROUP PLC,,No,01 January 2019 to 30 June 2019,,,,63.5%,,63.5%
LLOYDS BANKING GROUP PLC,,No,01 January 2019 to 30 June 2019,60.0%,13.5%,53.7%,58.4%,52.4%,58.7%
LLOYDS BANKING GROUP PLC,,No,01 January 2019 to 30 June 2019,0.0%,,,18.8%,,18.7%
NO GROUP,,No,01 January 2019 to 30 June 2019,,,60.8%,13.7%,,50.8%
TWG EUROPE LIMITED,,Yes,01 January 2019 to 30 June 2019,,,,40.8%,,40.8%
PRUDENTIAL PLC,,No,01 January 2019 to 30 June 2019,,,,,42.4%,42.4%
MARKERSTUDY (INTERNATIONAL) LIMITED,,No,01 January 2019 to 30 June 2019,,,,54.2%,,54.2%
HSBC HOLDINGS PLC,,No,01 January 2019 to 30 June 2019,57.7%,,47.1%,61.1%,,59.8%
LLOYDS BANKING GROUP PLC,,No,01 January 2019 to 30 June 2019,44.8%,,,64.7%,,62.0%
MCE INSURANCE LIMITED,,No,01 December 2018 to 31 May 2019,,,,47.8%,,47.8%
METRO BANK PLC,,No,01 January 2019 to 30 June 2019,44.6%,,34.3%,,,44.4%
MONZO BANK LIMITED,,No,01 September 2018 to 28 February 2019,50.9%,,,,,50.9%
LLOYDS BANKING GROUP PLC,,No,01 January 2019 to 30 June 2019,,,36.0%,,,36.0%
NATIONWIDE BUILDING SOCIETY,,No,01 October 2018 to 31 March 2019,,,50.5%,,,50.5%
CAR PROTECT HOLDINGS LIMITED,,No,01 October 2018 to 31 March 2019,,,,9.2%,,9.2%
NATIONAL HOUSE-BUILDING COUNCIL,,No,01 October 2018 to 31 March 2019,,,,39.5%,,39.5%
THE ROYAL BANK OF SCOTLAND GROUP,,No,01 January 2019 to 30 June 2019,68.3%,24.0%,62.3%,64.1%,44.1%,66.4%
NATIONWIDE BUILDING SOCIETY,,No,05 October 2018 to 04 April 2019,53.8%,41.7%,60.6%,37.6%,20.7%,48.5%
NEWCASTLE BUILDING SOCIETY,,No,01 January 2019 to 30 June 2019,55.6%,,37.7%,27.3%,28.6%,36.9%
NFU MUTUAL INSURANCE SOCIETY LIMITED,,Yes,01 January 2019 to 30 June 2019,,40.2%,,63.8%,38.1%,62.5%
DANSKE BANK A/S,,No,01 January 2019 to 30 June 2019,21.5%,0.0%,43.1%,32.8%,8.3%,26.0%
NOTTINGHAM BUILDING SOCIETY,,No,01 January 2019 to 30 June 2019,57.4%,,52.3%,13.2%,,26.4%
UK ASSET RESOLUTION LIMITED,,No,01 October 2018 to 31 March 2019,,,28.3%,61.9%,20.0%,58.0%
OLD MUTUAL LTD,,No,01 January 2019 to 30 June 2019,,57.5%,,,63.8%,58.0%
OLD MUTUAL LTD,,No,01 January 2019 to 30 June 2019,,56.4%,,24.4%,40.8%,39.6%
NO GROUP,,No,01 January 2019 to 30 June 2019,,,,22.7%,,22.7%
ONESAVINGS BANK PLC,,No,01 January 2019 to 30 June 2019,48.8%,,43.9%,7.8%,,44.2%
PHOENIX GROUP HOLDINGS PLC,,No,01 January 2019 to 30 June 2019,,,,47.9%,,47.9%
PARAGON BANKING GROUP PLC,,Yes,01 October 2018 to 31 March 2019,35.6%,,42.4%,2.3%,,22.7%
STERLING HOLDINGS LP,,No,01 January 2019 to 30 June 2019,,,18.3%,0.9%,,6.5%
NO GROUP,,No,01 January 2019 to 30 June 2019,,,27.3%,,,27.3%
PHOENIX GROUP HOLDINGS PLC,,No,01 January 2019 to 30 June 2019,,78.8%,88.9%,72.3%,57.9%,74.3%
PHOENIX GROUP HOLDINGS PLC,,No,01 January 2019 to 30 June 2019,,64.7%,66.7%,61.1%,41.9%,60.1%
BNP PARIBAS SA,,No,01 January 2019 to 30 June 2019,,,,25.6%,,25.6%
PRINCIPALITY BUILDING SOCIETY,,No,01 January 2019 to 30 June 2019,52.2%,,61.6%,5.0%,0.0%,36.7%
PRUDENTIAL PLC,,Yes,01 January 2019 to 30 June 2019,,72.5%,52.6%,65.0%,73.8%,72.4%
PSA FINANCE UK LIMITED,,No,01 January 2019 to 30 June 2019,,,,6.7%,,6.7%
 QBE INSURANCE GROUP LTD,,No,01 January 2019 to 30 June 2019,,,,66.9%,,66.9%
R&H TRUST CO LTD,,No,01 October 2018 to 31 March 2019,,,,28.1%,,28.1%
LENLYN HOLDINGS PLC,,No,01 September 2018 to 28 February 2019,74.3%,,,39.6%,,73.8%
RAC GROUP (HOLDINGS) LIMITED,,Yes,01 January 2019 to 30 June 2019,,,,44.7%,,44.7%
SWISS RE AG,,No,01 January 2019 to 30 June 2019,,62.5%,20.0%,29.3%,36.7%,47.2%
RETAIL MONEY MARKET LTD,,No,01 October 2018 to 31 March 2019,,,,,36.0%,36.0%
ROCK SERVICES HOLDINGS LIMITED,,No,02 July 2018 to 01 January 2019,,,,44.1%,,44.1%
RSA INSURANCE GROUP PLC,,No,01 January 2019 to 30 June 2019,,,,66.5%,,66.5%
THE ROYAL BANK OF SCOTLAND GROUP,,No,01 January 2019 to 30 June 2019,64.6%,33.3%,62.7%,63.9%,41.4%,64.1%
THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD,,No,01 January 2019 to 30 June 2019,,57.7%,,41.3%,35.4%,50.2%
SABRE INSURANCE GROUP PLC,,No,01 January 2019 to 30 June 2019,,,,50.1%,,50.1%
SAGA PLC,,No,01 August 2018 to 31 January 2019,,,,34.3%,,34.3%
J SAINSBURY PLC,,No,01 September 2018 to 28 February 2019,83.4%,,62.7%,42.8%,,80.5%
BANCO SANTANDER SA,,No,01 January 2019 to 30 June 2019,3.2%,,,21.9%,,21.9%
BANCO SANTANDER SA,,No,01 January 2019 to 30 June 2019,,,,,44.9%,44.9%
BANCO SANTANDER SA,,No,01 January 2019 to 30 June 2019,38.0%,44.4%,51.7%,64.4%,19.4%,44.9%
AEGON NV,,No,01 January 2019 to 30 June 2019,,54.7%,,49.1%,50.0%,54.0%
NO GROUP,,Yes,01 January 2019 to 30 June 2019,,69.0%,0.0%,31.7%,70.6%,62.1%
LLOYDS BANKING GROUP PLC,,No,01 January 2019 to 30 June 2019,,76.3%,,68.5%,72.4%,74.3%
LLOYDS BANKING GROUP PLC,,No,01 January 2019 to 30 June 2019,,,,,76.4%,76.4%
AVIVA PLC,,No,01 January 2019 to 30 June 2019,,28.8%,35.1%,18.2%,25.2%,24.0%
SHARE PLC,,No,01 January 2019 to 30 June 2019,,37.1%,,,37.5%,37.5%
SHAWBROOK GROUP PLC,,No,01 January 2019 to 30 June 2019,56.4%,,31.9%,1.9%,,35.4%
LW HOLDINGS LIMITED,,No,01 January 2019 to 30 June 2019,,,,91.2%,,91.2%
SIMPLYHEALTH GROUP LIMITED,,No,01 January 2019 to 30 June 2019,,,,32.4%,,32.4%
SKIPTON BUILDING SOCIETY,,No,01 January 2019 to 30 June 2019,75.1%,85.7%,52.6%,12.6%,57.3%,51.9%
SOCIETY OF LLOYD'S,,No,01 January 2019 to 30 June 2019,,,,46.9%,,46.9%
THE ALLSTATE CORP.,,No,01 January 2019 to 30 June 2019,,,,80.6%,,80.6%
SSE PLC,,No,01 October 2018 to 31 March 2019,,,,89.2%,,89.2%
LLOYDS BANKING GROUP PLC,,No,01 January 2019 to 30 June 2019,,,,61.3%,,61.3%
ST. JAMES'S PLACE PLC,,No,01 January 2019 to 30 June 2019,,84.8%,,90.0%,82.6%,84.7%
ST. JAMES'S PLACE PLC,,No,01 January 2019 to 30 June 2019,,31.9%,0.0%,12.6%,33.4%,29.1%
PHOENIX GROUP HOLDINGS PLC,,No,01 January 2019 to 30 June 2019,,47.2%,36.4%,15.0%,42.5%,45.6%
STARLING BANK LIMITED,,No,01 December 2018 to 31 May 2019,44.9%,,,,,44.9%
"STARR INTERNATIONAL COMPANY, INC.",,No,01 January 2019 to 30 June 2019,,,,86.7%,,86.7%
STUDIO RETAIL GROUP PLC,,No,01 October 2018 to 31 March 2019,,,,11.2%,,11.2%
