Firm Name,Group,Joint Reporting,Reporting period,Banking and credit cards,Decumulation & pensions,Home finance,Insurance & pure protection,Investments,
U K Insurance Limited,DIRECT LINE INSURANCE GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,62.2%, ,62.2%
UK General Insurance Limited,NO GROUP, No,01 April 2019 to 30 September 2019, , , ,33.7%, ,33.7%
Ulster Bank Ltd,THE ROYAL BANK OF SCOTLAND GROUP, No,01 July 2019 to 31 December 2019,54.8%, ,32.4%,3.1%,0.0%,31.8%
Ultimate Insurance Solutions Limited,NO GROUP, No,01 July 2019 to 31 December 2019, , , ,58.0%, ,58.0%
Union Reiseversicherung AG,VBG VERSICHERUNGSBETEILIGUNGSVERW. MBH, No,01 April 2019 to 30 September 2019, , , ,32.7%, ,32.7%
Unum Ltd,UNUM GROUP INC., No,01 July 2019 to 31 December 2019, , , ,22.9%, ,22.9%
Vanquis Bank Limited,PROVIDENT FINANCIAL PLC, No,01 July 2019 to 31 December 2019,26.9%, , , , ,26.9%
Virgin Money plc,VIRGIN MONEY UK PLC, No,01 July 2019 to 31 December 2019,64.9%, ,47.7%, , ,63.6%
Vitality Corporate Services Limited,RAND MERCHANT INVESTMENT HOLDINGS LTD,Yes,01 July 2019 to 31 December 2019, , , ,58.2%,40.0%,58.2%
Volkswagen Financial Services (UK) Limited,VOLKSWAGEN AG, No,01 July 2019 to 31 December 2019, , , ,3.2%, ,3.2%
West Bromwich Building Society,WEST BROMWICH BUILDING SOCIETY, No,01 April 2019 to 30 September 2019,69.3%, ,47.1%,2.3%,28.6%,25.9%
Xbridge Limited,TRAVELERS COMPANIES INC., No,01 July 2019 to 31 December 2019, , , ,19.1%, ,19.1%
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY, No,01 July 2019 to 31 December 2019,66.2%,0.0%,35.4%,11.4%,16.5%,19.9%
Zeux Limited,NO GROUP, No,01 June 2019 to 30 November 2019,98.6%, , , , ,98.6%
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG, No,01 July 2019 to 31 December 2019, ,19.8%, ,9.5%,18.6%,12.6%
Accord Mortgages Limited,ACCORD MORTGAGES LIMITED,No,01 January 2019 to 30 June 2019,55.6%,,47.5%,86.7%,0.0%,57.0%
Acm Ulr Limited,BGL GROUP,No,01 January 2019 to 30 June 2019,,,,0.9%,,0.9%
Acromas Insurance Company Limited,SAGA PLC,No,01 August 2018 to 31 January 2019,,,,31.5%,,31.5%
Adrian Flux Insurance Services Group,NO GROUP,No,01 September 2018 to 28 February 2019,,,,87.8%,,87.8%
Ageas Insurance Limited,AGEAS SA-NV,No,01 January 2019 to 30 June 2019,,,,44.9%,,44.9%
Ageas Retail Limited,AGEAS SA-NV,No,01 January 2019 to 30 June 2019,,,,71.1%,,71.1%
AIB Group (UK) Plc,AIB GROUP PUBLIC LIMITED COMPANY,No,01 January 2019 to 30 June 2019,36.6%,,13.0%,0.1%,0.0%,12.2%
Al Rayan Bank PLC,NO GROUP,No,01 January 2019 to 30 June 2019,39.3%,,12.7%,,,29.7%
Aldermore Bank Plc,FIRSTRAND LIMITED,No,01 January 2019 to 30 June 2019,71.6%,,22.7%,,,55.4%
Allianz Insurance Plc,ALLIANZ SE,No,01 January 2019 to 30 June 2019,,,,26.1%,,26.1%
American Express Services Europe Limited (AESEL),AMERICAN EXPRESS,No,01 January 2019 to 30 June 2019,32.1%,,,10.1%,,17.7%
American International Group UK Limited,AMERICAN INTERNATIONAL GROUP UK LIMITED,Yes,01 December 2018 to 31 May 2019,,,,29.1%,,29.1%
Amtrust Europe Limited,AMTRUST FINANCIAL SERVICES INC,Yes,01 January 2019 to 30 June 2019,,,,16.6%,,16.6%
Animal Friends Insurance Services Ltd,NO GROUP,No,01 January 2019 to 30 June 2019,,,,4.5%,,4.5%
Arnold Clark Automobiles Limited,ARNOLD CLARK AUTOMOBILES LIMITED,No,01 January 2019 to 30 June 2019,,,,52.7%,,52.7%
Arthur J. Gallagher Insurance Brokers Limited,ARTHUR J. GALLAGHER & CO.,Yes,01 January 2019 to 30 June 2019,,,,61.4%,,61.4%
Assurant General Insurance Limited,ASSURANT INC,No,01 January 2019 to 30 June 2019,,,,82.4%,,82.4%
Asurion Europe Limited,NEW ASURION CORP,No,01 January 2019 to 30 June 2019,,,,28.3%,,28.3%
ATLANTA 1 INSURANCE SERVICES LIMITED,ARDONAGH GROUP,No,01 January 2019 to 30 June 2019,,,,44.0%,,44.0%
Atom Bank PLC,ATOM BANK PLC,No,01 October 2018 to 31 March 2019,68.6%,,59.3%,,,64.6%
Automobile Association Insurance Services Limited,AA PLC,No,01 August 2018 to 31 January 2019,,,,40.2%,,40.2%
Avantia Insurance Limited,KINGSTON TOPCO LIMITED,No,01 January 2019 to 30 June 2019,,,,99.1%,,99.1%
Aviva Insurance Limited,AVIVA PLC,No,01 January 2019 to 30 June 2019,,,,30.7%,,30.7%
Aviva Life Services UK Limited,AVIVA PLC,No,01 January 2019 to 30 June 2019,,38.5%,36.6%,41.7%,37.3%,39.0%
Aviva UK Digital Limited,AVIVA PLC,No,01 January 2019 to 30 June 2019,,,,69.9%,,69.9%
AXA Insurance UK Plc,AXA SA,No,01 January 2019 to 30 June 2019,,,,46.1%,,46.1%
AXA PPP Healthcare Limited,AXA SA,No,01 January 2019 to 30 June 2019,,,,73.6%,,73.6%
B & C E Financial Services Limited,B&CE HOLDINGS LIMITED,No,01 October 2018 to 31 March 2019,,12.7%,,,,12.7%
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP PLC,Yes,01 January 2019 to 30 June 2019,40.5%,,19.0%,41.0%,6.9%,39.8%
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,No,01 January 2019 to 30 June 2019,75.4%,27.8%,73.0%,1.2%,9.2%,22.3%
Barclays Bank Plc,BARCLAYS PLC,No,01 January 2019 to 30 June 2019,82.7%,50.0%,12.5%,,7.7%,82.6%
Barclays Bank UK PLC,BARCLAYS PLC,Yes,01 January 2019 to 30 June 2019,61.1%,31.6%,53.7%,5.0%,42.3%,36.3%
"Benenden Healthcare Society Limited, The",THE BENENDEN HEALTHCARE SOCIETY LIMITED,Yes,01 January 2019 to 30 June 2019,,,,74.2%,,74.2%
BISL Limited,BGL GROUP,No,01 January 2019 to 30 June 2019,,,,41.4%,,41.4%
Black Horse Limited,LLOYDS BANKING GROUP PLC,No,01 January 2019 to 30 June 2019,,,36.2%,5.2%,,5.2%
Blemain Finance Limited,BRAKEN MIDCO1 PLC,No,01 January 2019 to 30 June 2019,,,38.6%,2.3%,,32.9%
Bradford & Bingley Plc,UK ASSET RESOLUTION LIMITED,Yes,01 October 2018 to 31 March 2019,,0.0%,12.8%,26.0%,8.6%,22.7%
Brightside Insurance Services Limited,"ANACAP FINANCIAL PARTNERS II, L.P.",No,01 January 2019 to 30 June 2019,,,,43.4%,,43.4%
British Gas Services Limited,CENTRICA PLC,Yes,01 January 2019 to 30 June 2019,,,,63.4%,,63.4%
BUPA Insurance Services Limited,THE BRITISH UNITED PROVIDENT ASSOCIATION LTD,Yes,01 January 2019 to 30 June 2019,,,,61.0%,,61.0%
Call Assist Ltd,CALL ASSIST LIMITED,No,01 November 2018 to 30 April 2019,,,,49.7%,,49.7%
Canada Life Limited,NO GROUP,No,01 January 2019 to 30 June 2019,,51.8%,,49.7%,57.8%,52.3%
Canada Square Operations Limited,CITIGROUP INC,No,01 January 2019 to 30 June 2019,1.4%,,0.0%,2.7%,,2.7%
Capital One (Europe) plc,CAPITAL ONE FINANCIAL CORPORATION,No,01 January 2019 to 30 June 2019,31.5%,,,49.0%,,45.8%
Car Care Plan Ltd,AMTRUST FINANCIAL SERVICES INC,No,01 January 2019 to 30 June 2019,,,,35.6%,,35.6%
Card Protection Plan Ltd,CPP GROUP,Yes,01 January 2019 to 30 June 2019,,,,68.5%,,68.5%
Carole Nash Insurance Consultants Ltd,ARDONAGH GROUP,No,01 January 2019 to 30 June 2019,,,,40.8%,,40.8%
"Carphone Warehouse Ltd, The",DIXONS CARPHONE PLC,No,01 November 2018 to 30 April 2019,,,,37.2%,,37.2%
Carrot Risk Technologies Ltd,TRAK GLOBAL GROUP LIMITED,No,01 January 2019 to 30 June 2019,,,,28.1%,,28.1%
Castelan Limited,CASTELAN GROUP LIMITED,No,01 October 2018 to 31 March 2019,,,,46.1%,,46.1%
CFC Underwriting Ltd,CFC GROUP LIMITED,No,01 October 2018 to 31 March 2019,,,,23.7%,,23.7%
Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC,No,01 January 2019 to 30 June 2019,20.4%,,34.8%,,,29.4%
Chubb European Group SE,CHUBB LIMITED,No,01 January 2019 to 30 June 2019,,,,54.0%,,54.0%
Cigna Insurance Services (Europe) Limited,CIGNA CORPORATION,No,01 January 2019 to 30 June 2019,,,,34.5%,,34.5%
CIS General Insurance Limited,CO-OPERATIVE GROUP LIMITED,No,01 January 2019 to 30 June 2019,,,,64.6%,,64.6%
Citibank Europe plc,CITIGROUP INC,No,01 January 2019 to 30 June 2019,18.9%,,,1.0%,13.8%,14.6%
Citymain Administrators Limited,SPB GROUP SA,No,01 January 2019 to 30 June 2019,,,,25.3%,,25.3%
Close Brothers Limited,CLOSE BROTHERS GROUP PLC,No,01 August 2018 to 31 January 2019,55.6%,,,42.7%,,43.5%
Clydesdale Bank Plc,CYBG PLC,Yes,01 October 2018 to 31 March 2019,44.1%,28.6%,27.3%,0.1%,21.1%,13.3%
Cofunds Limited,COFUNDS - AEGON UK - AEGON GROUP (NV),No,01 January 2019 to 30 June 2019,,12.2%,,,21.8%,21.2%
Collinson Insurance Services Limited,PARMINDER LIMITED,No,01 November 2018 to 30 April 2019,,,,17.3%,,17.3%
Compare The Market Limited,BGL GROUP,No,01 January 2019 to 30 June 2019,,,,8.2%,,8.2%
Connells Limited,SKIPTON BUILDING SOCIETY,No,01 January 2019 to 30 June 2019,,,1.8%,1.1%,0.0%,1.5%
"Co-operative Bank Plc, The",CO-OPERATIVE BANK PLC (THE),No,01 January 2019 to 30 June 2019,68.0%,0.0%,60.4%,0.7%,26.5%,34.9%
Countrywide Assured Plc,CHESNARA PLC,No,01 January 2019 to 30 June 2019,,40.3%,,28.1%,36.5%,34.2%
Coutts & Company,THE ROYAL BANK OF SCOTLAND GROUP,No,01 January 2019 to 30 June 2019,37.3%,,11.8%,9.1%,17.4%,34.5%
Covea Insurance plc,COVEA COOPERATIONS SA,Yes,01 January 2019 to 30 June 2019,,,,40.0%,,40.0%
Coventry Building Society,COVENTRY BUILDING SOCIETY,No,01 January 2019 to 30 June 2019,79.2%,,42.8%,4.6%,0.0%,63.3%
Creation Financial Services Limited,BNP PARIBAS SA,No,01 January 2019 to 30 June 2019,1.0%,,,0.4%,,0.5%
DAS Legal Expenses Insurance Company Limited,NO GROUP,No,01 January 2019 to 30 June 2019,,,,33.6%,,33.6%
Devitt Insurance Services Ltd,NO GROUP,No,01 January 2019 to 30 June 2019,,,,74.9%,,74.9%
Domestic & General Insurance Plc,CVC CAPITAL PARTNERS ADVISORY GROUP HOLDING FOUNDATION,No,01 October 2018 to 31 March 2019,,,,32.8%,,32.8%
Elderbridge Limited,TECH MAHINDRA LIMITED,No,01 October 2018 to 31 March 2019,,,21.5%,30.0%,,21.6%
Eldon Insurance Services Ltd,ICS RISK SOLUTIONS LIMITED,No,01 January 2019 to 30 June 2019,,,,25.7%,,25.7%
Endsleigh Insurance Services Ltd,A-PLAN HOLDINGS,No,01 September 2018 to 28 February 2019,,,,49.5%,,49.5%
Equiniti Financial Services Limited,EQUINITI GROUP PLC,No,01 January 2019 to 30 June 2019,,18.5%,,,59.5%,59.2%
esure Insurance Limited,ESURE GROUP PLC,Yes,01 January 2019 to 30 June 2019,,,,36.1%,,36.1%
EUI Limited,ADMIRAL GROUP PLC,No,01 January 2019 to 30 June 2019,,,,58.2%,,58.2%
Europa Group Limited,BLUE BOAR HOLDINGS LIMITED,No,01 January 2019 to 30 June 2019,,,,60.2%,,60.2%
Exeter Friendly Society Limited,EXETER FRIENDLY SOCIETY LIMITED,No,01 January 2019 to 30 June 2019,,,,84.8%,,84.8%
Family Assurance Friendly Society Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD,No,01 January 2019 to 30 June 2019,,23.1%,,37.4%,43.4%,40.1%
Family Equity Plan Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD,No,01 January 2019 to 30 June 2019,33.7%,,,,42.9%,36.6%
FIL Life Insurance Limited,FIDELITY HOLDINGS LIMITED,No,01 January 2019 to 30 June 2019,,8.6%,,,,8.6%
Financial Administration Services Limited,FIDELITY HOLDINGS LIMITED,No,01 January 2019 to 30 June 2019,,4.9%,,,4.9%,4.9%
First Central Insurance Management Limited,FIRST CENTRAL GROUP LIMITED,No,01 January 2019 to 30 June 2019,,,,48.7%,,48.7%
FirstRand Bank Limited,FIRSTRAND LIMITED,No,01 January 2019 to 30 June 2019,,,,7.1%,,7.1%
Forester Life Limited,FORESTER HOLDINGS (EUROPE) LIMITED,No,01 January 2019 to 30 June 2019,,33.3%,,27.1%,29.8%,29.7%
Freeway UK Insurance Services Limited,NO GROUP,No,01 January 2019 to 30 June 2019,,,,95.9%,,95.9%
Geo Underwriting Services Limited,ARDONAGH GROUP,No,01 January 2019 to 30 June 2019,,,,11.6%,,11.6%
Gresham Insurance Company Limited,AVIVA PLC,No,01 January 2019 to 30 June 2019,,,,83.4%,,83.4%
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC,No,01 January 2019 to 30 June 2019,,77.8%,,,74.6%,74.7%
Hargreaves Lansdown Asset Management Limited,HARGREAVES LANSDOWN PLC,No,01 January 2019 to 30 June 2019,60.0%,34.3%,,,30.3%,31.0%
Hastings Insurance Services Limited,HASTINGS GROUP HOLDINGS PLC,No,01 January 2019 to 30 June 2019,,,,64.0%,,64.0%
HBOS Investment Fund Managers Limited,LLOYDS BANKING GROUP PLC,No,01 January 2019 to 30 June 2019,,,,,78.3%,78.3%
Henderson Global Investors Limited,JANUS HENDERSON GROUP PLC,Yes,01 January 2019 to 30 June 2019,,,,,39.3%,39.3%
Highway Insurance Company Limited,LIVERPOOL VICTORIA FRIENDLY SOCIETY LTD,No,01 January 2019 to 30 June 2019,,,,28.7%,,28.7%
Hiscox Insurance Company Limited,HISCOX INSURANCE HOLDINGS LIMITED,Yes,01 January 2019 to 30 June 2019,,,,24.4%,,24.4%
Home Retail Group Card Services Limited,J SAINSBURY PLC,No,01 September 2018 to 28 February 2019,46.3%,,,,,46.3%
Home Retail Group Insurance Services Limited,J SAINSBURY PLC,No,04 September 2018 to 03 March 2019,,,,1.6%,,1.6%
Homeserve Membership Limited,HOMESERVE PLC,No,01 October 2018 to 31 March 2019,,,,48.1%,,48.1%
Howserv Limited,STAYSURE HOLDINGS LTD,No,16 August 2018 to 15 February 2019,,,,88.1%,,88.1%
HSBC Bank Plc,HSBC HOLDINGS PLC,No,01 January 2019 to 30 June 2019,61.2%,,62.5%,43.3%,39.4%,55.9%
HSBC Trust Company (UK) Ltd,HSBC HOLDINGS PLC,No,01 January 2019 to 30 June 2019,,52.9%,,,34.8%,35.8%
HSBC UK Bank Plc,HSBC HOLDINGS PLC,No,01 January 2019 to 30 June 2019,71.6%,14.8%,61.7%,34.2%,38.7%,59.4%
IGO4 Limited,NO GROUP,No,01 January 2019 to 30 June 2019,,,,19.6%,,19.6%
Ikano Bank AB (publ),NO GROUP,No,01 January 2019 to 30 June 2019,51.5%,,,0.4%,,45.0%
Insurance Factory Ltd,MARKERSTUDY HOLDINGS LIMITED,No,01 January 2019 to 30 June 2019,,,,64.6%,,64.6%
Interactive Investor Services Limited,ANTLER HOLDCO LIMITED,No,01 January 2019 to 30 June 2019,,,,,81.5%,81.5%
Invesco Fund Managers Limited,INVESCO LTD,No,01 January 2019 to 30 June 2019,,,,,42.8%,42.8%
Investec Bank PLC,INVESTEC PLC,No,01 October 2018 to 31 March 2019,55.0%,,0.0%,,32.6%,53.7%
Investment Funds Direct Limited,THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD,No,01 January 2019 to 30 June 2019,,25.0%,,,31.0%,28.2%
J D Williams & Company Limited,N BROWN GROUP PLC,No,01 September 2018 to 28 February 2019,,,,19.1%,,19.1%
J.P. Morgan Europe Limited,JPMORGAN CHASE & CO,No,01 January 2019 to 30 June 2019,15.7%,,,,,15.7%
J.P. Morgan Trustee & Administration Services Limited,JPMORGAN CHASE & CO,No,01 January 2019 to 30 June 2019,,,,,28.4%,28.4%
Kensington Mortgage Company Limited,NO GROUP,No,01 October 2018 to 31 March 2019,,,51.7%,,,51.7%
Landmark Mortgages Limited,NO GROUP,No,01 January 2019 to 30 June 2019,,,14.9%,,,14.9%
Leeds Building Society,LEEDS BUILDING SOCIETY,No,01 January 2019 to 30 June 2019,53.4%,,49.4%,10.3%,35.7%,43.4%
Legal & General (Portfolio Management Services) Ltd,LEGAL & GENERAL GROUP PLC,No,01 January 2019 to 30 June 2019,,38.0%,,,30.3%,37.0%
Legal & General Insurance Limited,LEGAL & GENERAL GROUP PLC,No,01 January 2019 to 30 June 2019,,,,52.3%,,52.3%
Legal & General Partnership Services Limited,LEGAL & GENERAL GROUP PLC,No,01 January 2019 to 30 June 2019,,,4.5%,8.5%,,7.0%
Legal and General Assurance Society Limited,LEGAL & GENERAL GROUP PLC,No,01 January 2019 to 30 June 2019,,27.6%,,63.9%,34.9%,54.3%
Link Market Services Trustees Limited,LINK ADMINISTRATION HOLDINGS LIMITED,No,01 January 2019 to 30 June 2019,,,,,10.4%,10.4%
Liverpool Victoria Friendly Society Limited,LIVERPOOL VICTORIA FRIENDLY SOCIETY LTD,No,01 January 2019 to 30 June 2019,,27.2%,,19.9%,17.5%,20.6%
Liverpool Victoria Insurance Company Limited,LIVERPOOL VICTORIA FRIENDLY SOCIETY LTD,No,01 January 2019 to 30 June 2019,,,,42.9%,,42.9%
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC,No,01 January 2019 to 30 June 2019,,,,48.8%,,48.8%
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,No,01 January 2019 to 30 June 2019,68.8%,14.6%,72.0%,2.3%,16.2%,21.9%
Loans.co.uk Ltd,LLOYDS BANKING GROUP PLC,No,01 January 2019 to 30 June 2019,0.0%,,,2.7%,,2.7%
London and Country Mortgages Ltd,NO GROUP,No,01 January 2019 to 30 June 2019,,,19.4%,56.2%,,27.2%
London General Insurance Company Limited,TWG EUROPE LIMITED,Yes,01 January 2019 to 30 June 2019,,,,43.4%,,43.4%
M & G Securities Limited,PRUDENTIAL PLC,No,01 January 2019 to 30 June 2019,,,,,42.0%,42.0%
Markerstudy Insurance Services Limited,MARKERSTUDY (INTERNATIONAL) LIMITED,No,01 January 2019 to 30 June 2019,,,,17.6%,,17.6%
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,No,01 January 2019 to 30 June 2019,67.9%,,11.8%,2.8%,,27.6%
MBNA Limited,LLOYDS BANKING GROUP PLC,No,01 January 2019 to 30 June 2019,63.2%,,,0.4%,,8.8%
MCE Insurance Limited,MCE INSURANCE LIMITED,No,01 December 2018 to 31 May 2019,,,,85.6%,,85.6%
Metro Bank PLC,METRO BANK PLC,No,01 January 2019 to 30 June 2019,73.0%,,31.3%,,,72.2%
Monzo Bank Ltd,MONZO BANK LIMITED,No,01 September 2018 to 28 February 2019,30.5%,,,,,30.5%
"Mortgage Business Plc, The",LLOYDS BANKING GROUP PLC,No,01 January 2019 to 30 June 2019,,,68.8%,,,68.8%
"Mortgage Works (UK) Plc, The",NATIONWIDE BUILDING SOCIETY,No,01 October 2018 to 31 March 2019,,,7.8%,,,7.8%
Motorway Direct Plc,CAR PROTECT HOLDINGS LIMITED,No,01 October 2018 to 31 March 2019,,,,37.6%,,37.6%
National House-Building Council,NATIONAL HOUSE-BUILDING COUNCIL,No,01 October 2018 to 31 March 2019,,,,24.4%,,24.4%
National Westminster Bank Plc,THE ROYAL BANK OF SCOTLAND GROUP,No,01 January 2019 to 30 June 2019,62.0%,0.0%,35.6%,4.2%,5.4%,38.9%
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,No,05 October 2018 to 04 April 2019,50.2%,50.0%,31.5%,0.7%,3.3%,31.4%
Newcastle Building Society,NEWCASTLE BUILDING SOCIETY,No,01 January 2019 to 30 June 2019,35.8%,,58.0%,23.4%,28.6%,31.0%
NFU Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,Yes,01 January 2019 to 30 June 2019,,4.3%,,27.9%,5.7%,26.8%
Northern Bank Limited,DANSKE BANK A/S,No,01 January 2019 to 30 June 2019,62.8%,0.0%,25.0%,16.9%,,45.3%
Nottingham Building Society,NOTTINGHAM BUILDING SOCIETY,No,01 January 2019 to 30 June 2019,67.2%,,50.0%,70.2%,,68.3%
NRAM Limited,UK ASSET RESOLUTION LIMITED,No,01 October 2018 to 31 March 2019,,,14.3%,29.1%,18.0%,27.4%
Old Mutual Wealth Life & Pensions Limited,OLD MUTUAL LTD,No,01 January 2019 to 30 June 2019,,49.7%,,,24.6%,47.6%
Old Mutual Wealth Life Assurance Limited,OLD MUTUAL LTD,No,01 January 2019 to 30 June 2019,,40.5%,,34.6%,36.7%,37.3%
One Call Insurance Services Limited,NO GROUP,No,01 January 2019 to 30 June 2019,,,,74.6%,,74.6%
OneSavings Bank Plc,ONESAVINGS BANK PLC,No,01 January 2019 to 30 June 2019,57.8%,,38.2%,51.5%,,51.9%
PA (GI) Limited,PHOENIX GROUP HOLDINGS PLC,No,01 January 2019 to 30 June 2019,,,,0.3%,,0.3%
Paragon Bank Plc,PARAGON BANKING GROUP PLC,Yes,01 October 2018 to 31 March 2019,36.0%,,39.6%,36.6%,,37.7%
Paratus AMC Limited,STERLING HOLDINGS LP,No,01 January 2019 to 30 June 2019,,,10.8%,62.2%,,45.6%
Pepper (UK) Limited,NO GROUP,No,01 January 2019 to 30 June 2019,,,27.3%,,,27.3%
Phoenix Life Assurance Limited,PHOENIX GROUP HOLDINGS PLC,No,01 January 2019 to 30 June 2019,,58.6%,44.4%,53.7%,38.6%,54.6%
Phoenix Life Limited,PHOENIX GROUP HOLDINGS PLC,No,01 January 2019 to 30 June 2019,,51.8%,,60.7%,37.4%,53.6%
Pinnacle Insurance Plc,BNP PARIBAS SA,No,01 January 2019 to 30 June 2019,,,,27.2%,,27.2%
Principality Building Society,PRINCIPALITY BUILDING SOCIETY,No,01 January 2019 to 30 June 2019,59.0%,,35.1%,4.7%,5.3%,32.7%
"Prudential Assurance Company Limited, The",PRUDENTIAL PLC,Yes,01 January 2019 to 30 June 2019,,45.4%,34.2%,46.8%,60.2%,50.2%
PSA Finance UK Limited,PSA FINANCE UK LIMITED,No,01 January 2019 to 30 June 2019,,,,77.7%,,77.7%
QBE UK Limited, QBE INSURANCE GROUP LTD,No,01 January 2019 to 30 June 2019,,,,18.3%,,18.3%
Qmetric Group Limited,R&H TRUST CO LTD,No,01 October 2018 to 31 March 2019,,,,69.0%,,69.0%
R. Raphael & Sons Plc,LENLYN HOLDINGS PLC,No,01 September 2018 to 28 February 2019,70.2%,,,32.1%,,69.7%
RAC Motoring Services,RAC GROUP (HOLDINGS) LIMITED,Yes,01 January 2019 to 30 June 2019,,,,24.2%,,24.2%
ReAssure Limited,SWISS RE AG,No,01 January 2019 to 30 June 2019,,32.4%,20.0%,20.7%,19.3%,26.4%
Retail Money Market Ltd,RETAIL MONEY MARKET LTD,No,01 October 2018 to 31 March 2019,,,,,32.8%,32.8%
Rock Insurance Services Limited,ROCK SERVICES HOLDINGS LIMITED,No,02 July 2018 to 01 January 2019,,,,10.3%,,10.3%
Royal & Sun Alliance Insurance Plc,RSA INSURANCE GROUP PLC,No,01 January 2019 to 30 June 2019,,,,50.3%,,50.3%
"Royal Bank of Scotland Plc, The",THE ROYAL BANK OF SCOTLAND GROUP,No,01 January 2019 to 30 June 2019,56.8%,0.0%,27.1%,8.6%,3.2%,30.4%
"Royal London Mutual Insurance Society Limited, The",THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD,No,01 January 2019 to 30 June 2019,,49.0%,,57.8%,45.9%,51.3%
Sabre Insurance Company Limited,SABRE INSURANCE GROUP PLC,No,01 January 2019 to 30 June 2019,,,,50.5%,,50.5%
Saga Services Limited,SAGA PLC,No,01 August 2018 to 31 January 2019,,,,47.0%,,47.0%
Sainsbury's Bank Plc,J SAINSBURY PLC,No,01 September 2018 to 28 February 2019,44.0%,,1.6%,9.9%,,41.2%
Santander Cards UK Limited,BANCO SANTANDER SA,No,01 January 2019 to 30 June 2019,23.8%,,,0.0%,,0.0%
Santander ISA Managers Limited,BANCO SANTANDER SA,No,01 January 2019 to 30 June 2019,,,,,51.2%,51.2%
Santander UK Plc,BANCO SANTANDER SA,No,01 January 2019 to 30 June 2019,75.5%,13.3%,55.8%,0.3%,2.3%,55.8%
Scottish Equitable Plc,AEGON NV,No,01 January 2019 to 30 June 2019,,40.3%,,28.4%,38.9%,38.9%
Scottish Friendly Assurance Society Limited,NO GROUP,Yes,01 January 2019 to 30 June 2019,,8.0%,0.0%,16.9%,17.9%,16.4%
Scottish Widows Limited,LLOYDS BANKING GROUP PLC,No,01 January 2019 to 30 June 2019,,48.8%,,60.9%,62.7%,53.2%
Scottish Widows Unit Trust Managers Limited,LLOYDS BANKING GROUP PLC,No,01 January 2019 to 30 June 2019,,,,,78.5%,78.5%
Sesame Limited,AVIVA PLC,No,01 January 2019 to 30 June 2019,,0.0%,0.0%,6.9%,0.0%,3.0%
"Share Centre Limited, The",SHARE PLC,No,01 January 2019 to 30 June 2019,,37.1%,,,47.6%,47.1%
Shawbrook Bank Limited,SHAWBROOK GROUP PLC,No,01 January 2019 to 30 June 2019,22.2%,,8.7%,36.4%,,24.8%
Shop Direct Finance Company Limited,LW HOLDINGS LIMITED,No,01 January 2019 to 30 June 2019,,,,0.4%,,0.4%
Simplyhealth Access,SIMPLYHEALTH GROUP LIMITED,No,01 January 2019 to 30 June 2019,,,,32.6%,,32.6%
Skipton Building Society,SKIPTON BUILDING SOCIETY,No,01 January 2019 to 30 June 2019,52.5%,0.0%,27.1%,5.2%,8.7%,32.8%
Society of Lloyd's,SOCIETY OF LLOYD'S,No,01 January 2019 to 30 June 2019,,,,36.3%,,36.3%
SquareTrade Limited,THE ALLSTATE CORP.,No,01 January 2019 to 30 June 2019,,,,50.0%,,50.0%
SSE Home Services Limited,SSE PLC,No,01 October 2018 to 31 March 2019,,,,58.3%,,58.3%
