Firm Name,Group,Joint Reporting,Reporting period,Banking and credit cards,Decumulation & pensions,Home finance,Insurance & pure protection,Investments,Grand total
Financial Administration Services Limited,FIDELITY HOLDINGS LIMITED, No,01 July 2019 to 31 December 2019, ,24.4%, , ,43.8%,37.1%
First Central Insurance Management Limited,FIRST CENTRAL GROUP LIMITED, No,01 July 2019 to 31 December 2019, , , ,44.9%, ,44.9%
FirstRand Bank Limited,FIRSTRAND LIMITED, No,01 July 2019 to 31 December 2019, , , ,88.5%, ,88.5%
Geo Underwriting Services Limited,ARDONAGH GROUP, No,01 July 2019 to 31 December 2019, , , ,92.1%, ,92.1%
Gresham Insurance Company Limited,AVIVA PLC, No,01 July 2019 to 31 December 2019, , , ,20.4%, ,20.4%
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019, ,33.3%, , ,32.0%,32.0%
Hargreaves Lansdown Asset Management Limited,HARGREAVES LANSDOWN PLC, No,01 July 2019 to 31 December 2019,64.5%,75.7%, , ,71.5%,71.7%
Hastings Insurance Services Limited,HASTINGS GROUP HOLDINGS PLC, No,01 July 2019 to 31 December 2019, , , ,37.5%, ,37.5%
HBOS Investment Fund Managers Limited,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019, , , , ,36.1%,36.1%
Highway Insurance Company Limited,LIVERPOOL VICTORIA FRIENDLY SOCIETY LTD, No,01 July 2019 to 31 December 2019, , , ,63.7%, ,63.7%
Hiscox Insurance Company Limited,HISCOX INSURANCE HOLDINGS LIMITED,Yes,01 July 2019 to 31 December 2019, , , ,69.7%, ,69.7%
Home Retail Group Card Services Limited,J SAINSBURY PLC, No,01 March 2019 to 31 August 2019,47.7%, , , , ,47.7%
Home Retail Group Insurance Services Limited,J SAINSBURY PLC, No,04 March 2019 to 03 September 2019, , , ,98.7%, ,98.7%
Homeserve Membership Limited,HOMESERVE PLC, No,01 April 2019 to 30 September 2019, , , ,60.8%, ,60.8%
Howserv Limited,STAYSURE HOLDINGS LTD, No,01 July 2019 to 31 December 2019, , , ,10.1%, ,10.1%
HSBC Bank Plc,HSBC HOLDINGS PLC, No,01 July 2019 to 31 December 2019,34.7%, ,41.0%,27.7%,63.3%,33.5%
HSBC UK Bank Plc,HSBC HOLDINGS PLC, No,01 July 2019 to 31 December 2019,30.7%,74.5%,52.7%,45.0%,62.7%,37.4%
IGO4 Limited,NO GROUP, No,01 July 2019 to 31 December 2019, , , ,54.2%, ,54.2%
Ikano Bank AB (publ),NO GROUP, No,01 July 2019 to 31 December 2019,41.8%, , ,86.9%, ,51.9%
Insurance Factory Ltd,MARKERSTUDY HOLDINGS LIMITED, No,01 July 2019 to 31 December 2019, , , ,46.6%, ,46.6%
Interactive Investor Services Limited,ANTLER HOLDCO LIMITED, No,01 July 2019 to 31 December 2019, , , , ,29.8%,29.8%
Invesco Fund Managers Limited,INVESCO LTD, No,01 July 2019 to 31 December 2019, , , , ,51.7%,51.7%
Investec Bank PLC,INVESTEC PLC, No,01 April 2019 to 30 September 2019,27.0%, ,77.8%, ,68.6%,29.9%
Investment Funds Direct Limited,THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD, No,01 July 2019 to 31 December 2019, ,45.0%, , ,41.3%,42.9%
J D Williams & Company Limited,N BROWN GROUP PLC, No,01 March 2019 to 31 August 2019, , , ,96.2%, ,96.2%
J.P. Morgan Europe Limited,JPMORGAN CHASE & CO, No,01 July 2019 to 31 December 2019,61.7%, , , , ,61.7%
Kensington Mortgage Company Limited,NO GROUP, No,01 April 2019 to 30 September 2019, , ,55.4%, , ,55.4%
Landmark Mortgages Limited,NO GROUP, No,01 July 2019 to 31 December 2019, , ,91.6%, , ,91.6%
Leeds Building Society,LEEDS BUILDING SOCIETY, No,01 July 2019 to 31 December 2019,25.1%, ,32.2%,92.4%,38.5%,58.6%
Legal & General Insurance Limited,LEGAL & GENERAL GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,52.5%, ,52.5%
Legal & General Partnership Services Limited,LEGAL & GENERAL GROUP PLC, No,01 July 2019 to 31 December 2019, , ,92.3%,54.7%, ,61.4%
Legal and General Assurance Society Limited,LEGAL & GENERAL GROUP PLC, No,01 July 2019 to 31 December 2019, ,72.2%, ,35.3%,76.4%,46.8%
Link Market Services Trustees Limited,LINK ADMINISTRATION HOLDINGS LIMITED, No,01 July 2019 to 31 December 2019, , , , ,81.9%,81.9%
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA FINANCIAL SERVICES LIMITED, No,01 July 2019 to 31 December 2019,33.3%,65.1%, ,73.2%,73.3%,72.4%
Liverpool Victoria Insurance Company Limited,LIVERPOOL VICTORIA FRIENDLY SOCIETY LTD, No,01 July 2019 to 31 December 2019, , , ,55.2%, ,55.2%
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,37.3%, ,37.3%
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019,40.2%,73.1%,33.3%,43.3%,74.1%,42.8%
Loans.co.uk Ltd,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019,100.0%, , ,48.9%, ,49.0%
London and Country Mortgages Ltd,NO GROUP, No,01 July 2019 to 31 December 2019, , ,90.7%,43.2%, ,78.4%
London General Insurance Company Limited,TWG EUROPE LIMITED,Yes,01 July 2019 to 31 December 2019, , , ,71.3%, ,71.3%
M & G Securities Limited,M&G PLC, No,01 July 2019 to 31 December 2019, , , , ,58.7%,58.7%
Markerstudy Insurance Services Limited,MARKERSTUDY (INTERNATIONAL) LIMITED, No,01 July 2019 to 31 December 2019, , , ,81.9%, ,81.9%
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC, No,01 July 2019 to 31 December 2019,27.4%, ,95.7%,98.5%, ,78.9%
MBNA Limited,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019,31.2%, , ,46.0%, ,45.1%
MCE Insurance Limited,MCE INSURANCE LIMITED, No,01 June 2019 to 30 November 2019, , , ,11.6%, ,11.6%
Metro Bank PLC,METRO BANK PLC, No,01 July 2019 to 31 December 2019,32.6%, ,58.1%, , ,33.0%
Monzo Bank Ltd,MONZO BANK LIMITED, No,01 March 2019 to 31 August 2019,48.6%, , , , ,48.6%
Moorcroft Debt Recovery Limited,NO GROUP, No,01 February 2019 to 31 July 2019,75.1%, , , , ,75.1%
"Mortgage Business Plc, The",LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019, , ,33.5%, , ,33.5%
"Mortgage Works (UK) Plc, The",NATIONWIDE BUILDING SOCIETY, No,01 April 2019 to 30 September 2019, , ,94.3%, , ,94.3%
Motorway Direct Plc,CAR PROTECT HOLDINGS LIMITED, No,01 April 2019 to 30 September 2019, , , ,71.3%, ,71.3%
N.I.I.B. Group Limited,BANK OF IRELAND GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,5.5%, ,5.5%
"National Farmers' Union Mutual Insurance Society Limited, The",NFU MUTUAL INSURANCE SOCIETY LIMITED,Yes,01 July 2019 to 31 December 2019, ,95.0%, ,72.3%,93.0%,73.3%
National House-Building Council,NATIONAL HOUSE-BUILDING COUNCIL, No,01 April 2019 to 30 September 2019, , , ,71.7%, ,71.7%
National Westminster Bank Plc,THE ROYAL BANK OF SCOTLAND GROUP, No,01 July 2019 to 31 December 2019,39.7%,15.2%,52.2%,32.3%,55.3%,36.4%
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY, No,05 April 2019 to 04 October 2019,51.8%,87.5%,64.1%,94.4%,87.2%,69.8%
Nemo Personal Finance Limited,PRINCIPALITY BUILDING SOCIETY, No,01 July 2019 to 31 December 2019, , ,65.3%,35.0%, ,37.7%
Newcastle Building Society,NEWCASTLE BUILDING SOCIETY, No,01 July 2019 to 31 December 2019,23.2%,100.0%,55.7%,88.0%,72.7%,72.6%
Next Risk Solutions Limited,NO GROUP, No,01 April 2019 to 30 September 2019, , , ,35.5%, ,35.5%
Northern Bank Limited,DANSKE BANK A/S, No,01 July 2019 to 31 December 2019,55.5%, ,92.5%,82.6%,100.0%,73.9%
Nottingham Building Society,NOTTINGHAM BUILDING SOCIETY, No,01 July 2019 to 31 December 2019,29.0%, ,47.2%,21.5%, ,22.7%
NRAM Limited,UK ASSET RESOLUTION LIMITED, No,01 April 2019 to 30 September 2019, , ,88.0%,77.5%,67.3%,78.5%
Old Mutual Wealth Life & Pensions Limited,QUILTER PLC, No,01 July 2019 to 31 December 2019, ,56.1%, , ,70.2%,57.4%
One Call Insurance Services Limited,NO GROUP, No,01 July 2019 to 31 December 2019, , , ,28.5%, ,28.5%
OneSavings Bank Plc,ONESAVINGS BANK PLC, No,01 July 2019 to 31 December 2019,34.8%, ,55.1%,93.8%, ,52.2%
Openwork Limited,OPENWORK PARTNERSHIP LLP, No,01 July 2019 to 31 December 2019, ,87.2%,88.5%,95.6%,86.5%,92.5%
OVO (S) HOME SERVICES LIMITED,SSE PLC, No,01 April 2019 to 30 September 2019, , , ,30.8%, ,30.8%
PA (GI) Limited,PHOENIX GROUP HOLDINGS PLC, No,01 July 2019 to 31 December 2019, , , ,53.8%, ,53.8%
Paragon Bank Plc,PARAGON BANKING GROUP PLC,Yes,01 April 2019 to 30 September 2019,70.8%, ,54.8%,85.4%, ,78.3%
Paratus AMC Limited,STERLING HOLDINGS LP, No,01 July 2019 to 31 December 2019, , ,61.3%,62.0%, ,61.9%
Pepper (UK) Limited,NO GROUP, No,01 July 2019 to 31 December 2019, , ,80.6%, , ,80.6%
Phoenix Life Assurance Limited,PHOENIX GROUP HOLDINGS PLC, No,01 July 2019 to 31 December 2019, ,31.5%,100.0%,20.2%,27.9%,28.3%
Phoenix Life Limited,PHOENIX GROUP HOLDINGS PLC, No,01 July 2019 to 31 December 2019, ,43.7%,100.0%,39.0%,54.6%,43.4%
Pinnacle Insurance Plc,BNP PARIBAS SA, No,01 July 2019 to 31 December 2019, , , ,52.0%, ,52.0%
Post Office Management Services Limited,POST OFFICE LIMITED, No,01 April 2019 to 30 September 2019, , , ,85.5%, ,85.5%
Principality Building Society,PRINCIPALITY BUILDING SOCIETY, No,01 July 2019 to 31 December 2019,27.4%, ,38.0%,26.2%,40.7%,28.4%
"Prudential Assurance Company Limited, The",M&G PLC,Yes,01 July 2019 to 31 December 2019, ,56.3%,90.0%,59.4%,46.9%,53.7%
PSA Finance UK Limited,PSA FINANCE UK LIMITED, No,01 July 2019 to 31 December 2019, , , ,78.2%, ,78.2%
QBE UK Limited,QBE INSURANCE GROUP LTD, No,01 July 2019 to 31 December 2019, , , ,67.7%, ,67.7%
Qmetric Group Limited,R&H TRUST CO LTD, No,01 April 2019 to 30 September 2019, , , ,34.9%, ,34.9%
R. Raphael & Sons Plc,LENLYN HOLDINGS PLC, No,01 March 2019 to 31 August 2019,12.0%, , ,84.4%, ,34.2%
RAC Motoring Services,RAC GROUP (HOLDINGS) LIMITED,Yes,01 July 2019 to 31 December 2019, , , ,64.5%, ,64.5%
RCI Financial Services Limited,RENAULT, No,01 July 2019 to 31 December 2019, , , ,19.6%, ,19.6%
ReAssure Limited,SWISS RE AG, No,01 July 2019 to 31 December 2019, ,69.2%, ,79.9%,82.0%,74.8%
Retail Money Market Ltd,RETAIL MONEY MARKET LTD, No,01 April 2019 to 30 September 2019, , , , ,48.8%,48.8%
Rock Insurance Services Limited,ROCK SERVICES HOLDINGS LIMITED, No,02 January 2019 to 01 July 2019, , , ,66.3%, ,66.3%
Royal & Sun Alliance Insurance Plc,RSA INSURANCE GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,42.6%, ,42.6%
"Royal Bank of Scotland Plc, The",THE ROYAL BANK OF SCOTLAND GROUP, No,01 July 2019 to 31 December 2019,44.5%,30.8%,58.8%,35.8%,50.3%,39.4%
"Royal London Mutual Insurance Society Limited, The",THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD, No,01 July 2019 to 31 December 2019, ,47.2%, ,41.9%,60.9%,47.2%
Sabre Insurance Company Limited,SABRE INSURANCE GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,49.8%, ,49.8%
Saga Services Limited,SAGA PLC, No,01 February 2019 to 31 July 2019, , , ,36.6%, ,36.6%
Sainsbury's Bank Plc,J SAINSBURY PLC, No,01 March 2019 to 31 August 2019,32.6%, ,91.9%,71.4%, ,36.6%
Santander Cards UK Limited,BANCO SANTANDER SA, No,01 July 2019 to 31 December 2019,61.2%, , ,68.0%, ,68.0%
Santander ISA Managers Limited,BANCO SANTANDER SA, No,01 July 2019 to 31 December 2019, , , , ,36.8%,36.8%
Santander UK Plc,BANCO SANTANDER SA, No,01 July 2019 to 31 December 2019,25.0%,42.0%,49.2%,56.9%,39.8%,33.4%
Scottish Equitable Plc,AEGON UK, No,01 July 2019 to 31 December 2019, ,60.3%, ,76.1%,77.5%,62.6%
Scottish Friendly Assurance Society Limited,NO GROUP,Yes,01 July 2019 to 31 December 2019, ,72.3%,100.0%,75.1%,80.2%,77.5%
Scottish Widows Limited,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019, ,47.1%, ,40.0%,42.3%,45.0%
Sesame Limited,AVIVA PLC, No,01 July 2019 to 31 December 2019, ,55.0%,81.3%,83.2%,76.4%,77.8%
"Share Centre Limited, The",SHARE PLC, No,01 July 2019 to 31 December 2019, ,59.3%, , ,50.3%,50.7%
Shawbrook Bank Limited,SHAWBROOK GROUP PLC, No,01 July 2019 to 31 December 2019,80.0%, ,93.6%,61.3%, ,71.5%
Shop Direct Finance Company Limited,LW HOLDINGS LIMITED, No,01 July 2019 to 31 December 2019, , , ,20.0%, ,20.0%
Simplyhealth Access,SIMPLYHEALTH GROUP LIMITED, No,01 July 2019 to 31 December 2019, , , ,79.3%, ,79.3%
Skipton Building Society,SKIPTON BUILDING SOCIETY, No,01 July 2019 to 31 December 2019,42.7%,64.3%,78.4%,44.9%,72.4%,49.0%
Society of Lloyd's,SOCIETY OF LLOYD'S, No,01 July 2019 to 31 December 2019, , , ,64.6%, ,64.6%
Somerset Bridge Insurance Services Limited,NO GROUP, No,01 July 2019 to 31 December 2019, , , ,71.2%, ,71.2%
SquareTrade Limited,THE ALLSTATE CORP., No,01 July 2019 to 31 December 2019, , , ,36.4%, ,36.4%
St Andrew's Insurance Plc,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,55.0%, ,55.0%
St James's Place UK plc,ST. JAMES'S PLACE PLC, No,01 July 2019 to 31 December 2019, ,80.4%, ,80.0%,88.3%,83.7%
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC, No,01 July 2019 to 31 December 2019, ,81.9%,87.1%,93.1%,81.4%,84.9%
Standard Life Assurance Limited,PHOENIX GROUP HOLDINGS PLC, No,01 July 2019 to 31 December 2019, ,42.1%,85.0%,63.9%,59.6%,45.6%
Starling Bank Limited,STARLING BANK LIMITED, No,01 June 2019 to 30 November 2019,67.6%, , , , ,67.6%
Starr International (Europe) Limited,"STARR INTERNATIONAL COMPANY, INC.", No,01 July 2019 to 31 December 2019, , , ,39.4%, ,39.4%
Studio Retail Limited,STUDIO RETAIL GROUP PLC, No,01 April 2019 to 30 September 2019, , , ,30.9%, ,30.9%
Sun Life Assurance Company of Canada (U.K.) Limited,SUN LIFE FINANCIAL INC., No,01 July 2019 to 31 December 2019, ,74.8%, ,73.9%,54.6%,68.5%
Swinton Group Ltd,ARDONAGH GROUP, No,01 July 2019 to 31 December 2019, , , ,43.7%, ,43.7%
Target Servicing Limited,NO GROUP, No,01 April 2019 to 30 September 2019, , ,70.8%, , ,70.8%
Telefonica Insurance S.A.,TELEFONICA SA, No,01 July 2019 to 31 December 2019, , , ,37.7%, ,37.7%
Tesco Personal Finance PLC,TESCO PLC, No,01 March 2019 to 31 August 2019,52.7%, ,72.0%,73.2%, ,66.6%
Tesco Underwriting Limited,AGEAS SA-NV, No,01 July 2019 to 31 December 2019, , , ,47.9%, ,47.9%
Topaz Finance Limited,COMPUTERSHARE LIMITED, No,01 July 2019 to 31 December 2019, , ,88.8%, , ,88.8%
Towergate Underwriting Group Limited,ARDONAGH GROUP, No,01 July 2019 to 31 December 2019, , , ,48.2%, ,48.2%
TSB Bank plc,BANCO DE SABADELL SA, No,01 July 2019 to 31 December 2019,30.9%, ,49.6%,32.4%, ,31.6%
U K Insurance Limited,DIRECT LINE INSURANCE GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,36.6%, ,36.6%
UK General Insurance Limited,NO GROUP, No,01 April 2019 to 30 September 2019, , , ,60.4%, ,60.4%
Ulster Bank Ltd,THE ROYAL BANK OF SCOTLAND GROUP, No,01 July 2019 to 31 December 2019,41.8%, ,63.1%,37.5%,100.0%,40.7%
Ultimate Insurance Solutions Limited,NO GROUP, No,01 July 2019 to 31 December 2019, , , ,42.0%, ,42.0%
Union Reiseversicherung AG,VBG VERSICHERUNGSBETEILIGUNGSVERW. MBH, No,01 April 2019 to 30 September 2019, , , ,64.0%, ,64.0%
Unum Ltd,UNUM GROUP INC., No,01 July 2019 to 31 December 2019, , , ,62.0%, ,62.0%
Vanquis Bank Limited,PROVIDENT FINANCIAL PLC, No,01 July 2019 to 31 December 2019,73.0%, , , , ,73.0%
Virgin Money plc,VIRGIN MONEY UK PLC, No,01 July 2019 to 31 December 2019,33.1%, ,51.9%, , ,34.4%
Vitality Corporate Services Limited,RAND MERCHANT INVESTMENT HOLDINGS LTD,Yes,01 July 2019 to 31 December 2019, , , ,41.1%,40.0%,41.1%
Volkswagen Financial Services (UK) Limited,VOLKSWAGEN AG, No,01 July 2019 to 31 December 2019, , , ,61.5%, ,61.5%
West Bromwich Building Society,WEST BROMWICH BUILDING SOCIETY, No,01 April 2019 to 30 September 2019,30.7%, ,52.9%,91.6%,71.4%,70.4%
Xbridge Limited,TRAVELERS COMPANIES INC., No,01 July 2019 to 31 December 2019, , , ,80.6%, ,80.6%
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY, No,01 July 2019 to 31 December 2019,28.3%,100.0%,53.0%,56.0%,75.9%,52.4%
Zeux Limited,NO GROUP, No,01 June 2019 to 30 November 2019,1.3%, , , , ,1.3%
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG, No,01 July 2019 to 31 December 2019, ,29.3%,27.3%,62.1%,46.6%,53.4%
Accord Mortgages Limited,ACCORD MORTGAGES LIMITED,No,01 January 2019 to 30 June 2019,44.4%,,50.0%,13.3%,100.0%,41.1%
Acm Ulr Limited,BGL GROUP,No,01 January 2019 to 30 June 2019,,,,88.1%,,88.1%
Acromas Insurance Company Limited,SAGA PLC,No,01 August 2018 to 31 January 2019,,,,58.2%,,58.2%
Adrian Flux Insurance Services Group,NO GROUP,No,01 September 2018 to 28 February 2019,,,,12.1%,,12.1%
Ageas Insurance Limited,AGEAS SA-NV,No,01 January 2019 to 30 June 2019,,,,50.1%,,50.1%
Ageas Retail Limited,AGEAS SA-NV,No,01 January 2019 to 30 June 2019,,,,28.8%,,28.8%
AIB Group (UK) Plc,AIB GROUP PUBLIC LIMITED COMPANY,No,01 January 2019 to 30 June 2019,63.4%,,87.0%,99.9%,100.0%,87.8%
Al Rayan Bank PLC,NO GROUP,No,01 January 2019 to 30 June 2019,60.5%,,86.0%,,,69.7%
Aldermore Bank Plc,FIRSTRAND LIMITED,No,01 January 2019 to 30 June 2019,28.4%,,77.3%,,,44.6%
Allianz Insurance Plc,ALLIANZ SE,No,01 January 2019 to 30 June 2019,,,,67.0%,,67.0%
American Express Services Europe Limited (AESEL),AMERICAN EXPRESS,No,01 January 2019 to 30 June 2019,67.6%,,,72.1%,,70.5%
American International Group UK Limited,AMERICAN INTERNATIONAL GROUP UK LIMITED,Yes,01 December 2018 to 31 May 2019,,,,68.1%,,68.1%
Amtrust Europe Limited,AMTRUST FINANCIAL SERVICES INC,Yes,01 January 2019 to 30 June 2019,,,,78.7%,,78.7%
Animal Friends Insurance Services Ltd,NO GROUP,No,01 January 2019 to 30 June 2019,,,,95.5%,,95.5%
Arnold Clark Automobiles Limited,ARNOLD CLARK AUTOMOBILES LIMITED,No,01 January 2019 to 30 June 2019,,,,35.7%,,35.7%
Arthur J. Gallagher Insurance Brokers Limited,ARTHUR J. GALLAGHER & CO.,Yes,01 January 2019 to 30 June 2019,,,,33.7%,,33.7%
Assurant General Insurance Limited,ASSURANT INC,No,01 January 2019 to 30 June 2019,,,,17.3%,,17.3%
Asurion Europe Limited,NEW ASURION CORP,No,01 January 2019 to 30 June 2019,,,,71.7%,,71.7%
ATLANTA 1 INSURANCE SERVICES LIMITED,ARDONAGH GROUP,No,01 January 2019 to 30 June 2019,,,,56.0%,,56.0%
Atom Bank PLC,ATOM BANK PLC,No,01 October 2018 to 31 March 2019,31.4%,,40.7%,,,35.4%
Automobile Association Insurance Services Limited,AA PLC,No,01 August 2018 to 31 January 2019,,,,56.4%,,56.4%
Avantia Insurance Limited,KINGSTON TOPCO LIMITED,No,01 January 2019 to 30 June 2019,,,,0.8%,,0.8%
Aviva Insurance Limited,AVIVA PLC,No,01 January 2019 to 30 June 2019,,,,60.9%,,60.9%
Aviva Life Services UK Limited,AVIVA PLC,No,01 January 2019 to 30 June 2019,,53.8%,44.0%,50.4%,54.0%,52.7%
Aviva UK Digital Limited,AVIVA PLC,No,01 January 2019 to 30 June 2019,,,,29.2%,,29.2%
AXA Insurance UK Plc,AXA SA,No,01 January 2019 to 30 June 2019,,,,37.6%,,37.6%
AXA PPP Healthcare Limited,AXA SA,No,01 January 2019 to 30 June 2019,,,,15.2%,,15.2%
B & C E Financial Services Limited,B&CE HOLDINGS LIMITED,No,01 October 2018 to 31 March 2019,,85.4%,,,,85.4%
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP PLC,Yes,01 January 2019 to 30 June 2019,58.3%,,79.4%,58.0%,44.8%,59.0%
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,No,01 January 2019 to 30 June 2019,23.2%,55.6%,24.4%,96.7%,77.8%,75.6%
Barclays Bank Plc,BARCLAYS PLC,No,01 January 2019 to 30 June 2019,14.3%,50.0%,62.5%,,73.1%,14.4%
Barclays Bank UK PLC,BARCLAYS PLC,Yes,01 January 2019 to 30 June 2019,30.9%,46.8%,44.8%,87.7%,41.6%,56.0%
"Benenden Healthcare Society Limited, The",THE BENENDEN HEALTHCARE SOCIETY LIMITED,Yes,01 January 2019 to 30 June 2019,,,,25.6%,,25.6%
BISL Limited,BGL GROUP,No,01 January 2019 to 30 June 2019,,,,56.5%,,56.5%
Black Horse Limited,LLOYDS BANKING GROUP PLC,No,01 January 2019 to 30 June 2019,,,63.8%,38.8%,,38.9%
Blemain Finance Limited,BRAKEN MIDCO1 PLC,No,01 January 2019 to 30 June 2019,,,60.9%,77.5%,,63.5%
Bradford & Bingley Plc,UK ASSET RESOLUTION LIMITED,Yes,01 October 2018 to 31 March 2019,,29.4%,84.8%,72.1%,63.8%,74.3%
Brightside Insurance Services Limited,"ANACAP FINANCIAL PARTNERS II, L.P.",No,01 January 2019 to 30 June 2019,,,,55.3%,,55.3%
British Gas Services Limited,CENTRICA PLC,Yes,01 January 2019 to 30 June 2019,,,,29.2%,,29.2%
BUPA Insurance Services Limited,THE BRITISH UNITED PROVIDENT ASSOCIATION LTD,Yes,01 January 2019 to 30 June 2019,,,,37.7%,,37.7%
Call Assist Ltd,CALL ASSIST LIMITED,No,01 November 2018 to 30 April 2019,,,,29.4%,,29.4%
Canada Life Limited,NO GROUP,No,01 January 2019 to 30 June 2019,,46.9%,,45.4%,39.2%,45.1%
Canada Square Operations Limited,CITIGROUP INC,No,01 January 2019 to 30 June 2019,98.6%,,100.0%,97.2%,,97.2%
Capital One (Europe) plc,CAPITAL ONE FINANCIAL CORPORATION,No,01 January 2019 to 30 June 2019,67.6%,,,50.9%,,54.0%
Car Care Plan Ltd,AMTRUST FINANCIAL SERVICES INC,No,01 January 2019 to 30 June 2019,,,,64.4%,,64.4%
Card Protection Plan Ltd,CPP GROUP,Yes,01 January 2019 to 30 June 2019,,,,31.3%,,31.3%
Carole Nash Insurance Consultants Ltd,ARDONAGH GROUP,No,01 January 2019 to 30 June 2019,,,,59.0%,,59.0%
"Carphone Warehouse Ltd, The",DIXONS CARPHONE PLC,No,01 November 2018 to 30 April 2019,,,,62.7%,,62.7%
Carrot Risk Technologies Ltd,TRAK GLOBAL GROUP LIMITED,No,01 January 2019 to 30 June 2019,,,,69.8%,,69.8%
Castelan Limited,CASTELAN GROUP LIMITED,No,01 October 2018 to 31 March 2019,,,,53.7%,,53.7%
CFC Underwriting Ltd,CFC GROUP LIMITED,No,01 October 2018 to 31 March 2019,,,,76.3%,,76.3%
Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC,No,01 January 2019 to 30 June 2019,79.6%,,65.0%,,,70.5%
Chubb European Group SE,CHUBB LIMITED,No,01 January 2019 to 30 June 2019,,,,45.6%,,45.6%
Cigna Insurance Services (Europe) Limited,CIGNA CORPORATION,No,01 January 2019 to 30 June 2019,,,,65.2%,,65.2%
CIS General Insurance Limited,CO-OPERATIVE GROUP LIMITED,No,01 January 2019 to 30 June 2019,,,,34.4%,,34.4%
Citibank Europe plc,CITIGROUP INC,No,01 January 2019 to 30 June 2019,81.1%,,,99.0%,86.2%,85.4%
Citymain Administrators Limited,SPB GROUP SA,No,01 January 2019 to 30 June 2019,,,,74.7%,,74.7%
Close Brothers Limited,CLOSE BROTHERS GROUP PLC,No,01 August 2018 to 31 January 2019,42.9%,,,55.8%,,55.0%
Clydesdale Bank Plc,CYBG PLC,Yes,01 October 2018 to 31 March 2019,50.2%,42.9%,64.0%,71.4%,76.0%,65.2%
Cofunds Limited,COFUNDS - AEGON UK - AEGON GROUP (NV),No,01 January 2019 to 30 June 2019,,49.4%,,,56.6%,56.2%
Collinson Insurance Services Limited,PARMINDER LIMITED,No,01 November 2018 to 30 April 2019,,,,79.8%,,79.8%
Compare The Market Limited,BGL GROUP,No,01 January 2019 to 30 June 2019,100.0%,,,91.1%,,91.1%
Connells Limited,SKIPTON BUILDING SOCIETY,No,01 January 2019 to 30 June 2019,,,94.5%,98.2%,100.0%,95.9%
"Co-operative Bank Plc, The",CO-OPERATIVE BANK PLC (THE),No,01 January 2019 to 30 June 2019,31.0%,100.0%,39.3%,99.3%,44.1%,64.6%
Countrywide Assured Plc,CHESNARA PLC,No,01 January 2019 to 30 June 2019,,53.4%,,69.2%,62.0%,62.2%
Coutts & Company,THE ROYAL BANK OF SCOTLAND GROUP,No,01 January 2019 to 30 June 2019,62.1%,75.0%,82.4%,90.9%,73.9%,64.1%
Covea Insurance plc,COVEA COOPERATIONS SA,Yes,01 January 2019 to 30 June 2019,,,,58.9%,,58.9%
Coventry Building Society,COVENTRY BUILDING SOCIETY,No,01 January 2019 to 30 June 2019,20.8%,,57.2%,93.6%,100.0%,36.5%
Creation Financial Services Limited,BNP PARIBAS SA,No,01 January 2019 to 30 June 2019,67.8%,,,15.9%,,25.0%
DAS Legal Expenses Insurance Company Limited,NO GROUP,No,01 January 2019 to 30 June 2019,,,,62.4%,,62.4%
Devitt Insurance Services Ltd,NO GROUP,No,01 January 2019 to 30 June 2019,,,,25.1%,,25.1%
Domestic & General Insurance Plc,CVC CAPITAL PARTNERS ADVISORY GROUP HOLDING FOUNDATION,No,01 October 2018 to 31 March 2019,,,,67.1%,,67.1%
